Power,Time,Temperature,Fin Type_Round,Fin Type_Square,Fin Type_Triangular,Configuration_Inline,Configuration_Staggered,PCM_Paraffin,PCM_RT-35,PCM_RT-44
5,88,39.96,1,0,0,0,1,0,1,0
5,90,40.33,1,0,0,0,1,0,1,0
5,0,25.08,0,1,0,1,0,0,1,0
5,2,26.38,0,1,0,1,0,0,1,0
5,4,27.79,0,1,0,1,0,0,1,0
5,6,28.98,0,1,0,1,0,0,1,0
5,8,29.93,0,1,0,1,0,0,1,0
5,10,30.7,0,1,0,1,0,0,1,0
5,12,31.31,0,1,0,1,0,0,1,0
5,14,31.8,0,1,0,1,0,0,1,0
5,16,32.26,0,1,0,1,0,0,1,0
5,18,32.68,0,1,0,1,0,0,1,0
5,20,32.99,0,1,0,1,0,0,1,0
5,22,33.29,0,1,0,1,0,0,1,0
5,24,33.6,0,1,0,1,0,0,1,0
5,26,33.87,0,1,0,1,0,0,1,0
5,28,34.13,0,1,0,1,0,0,1,0
5,30,34.33,0,1,0,1,0,0,1,0
5,32,34.59,0,1,0,1,0,0,1,0
5,34,34.86,0,1,0,1,0,0,1,0
5,36,35.17,0,1,0,1,0,0,1,0
5,38,35.4,0,1,0,1,0,0,1,0
5,40,35.59,0,1,0,1,0,0,1,0
5,42,35.78,0,1,0,1,0,0,1,0
5,44,35.97,0,1,0,1,0,0,1,0
5,46,36.16,0,1,0,1,0,0,1,0
5,48,36.39,0,1,0,1,0,0,1,0
5,50,36.62,0,1,0,1,0,0,1,0
5,52,36.81,0,1,0,1,0,0,1,0
5,54,36.96,0,1,0,1,0,0,1,0
5,56,37.15,0,1,0,1,0,0,1,0
5,58,37.31,0,1,0,1,0,0,1,0
5,60,37.61,0,1,0,1,0,0,1,0
5,62,38.38,0,1,0,1,0,0,1,0
5,64,39.56,0,1,0,1,0,0,1,0
5,66,40.71,0,1,0,1,0,0,1,0
5,68,41.74,0,1,0,1,0,0,1,0
5,70,42.69,0,1,0,1,0,0,1,0
5,72,43.61,0,1,0,1,0,0,1,0
5,74,44.49,0,1,0,1,0,0,1,0
5,76,45.21,0,1,0,1,0,0,1,0
5,78,46.02,0,1,0,1,0,0,1,0
5,80,46.74,0,1,0,1,0,0,1,0
5,82,47.39,0,1,0,1,0,0,1,0
5,84,48.04,0,1,0,1,0,0,1,0
5,86,48.77,0,1,0,1,0,0,1,0
5,88,49.38,0,1,0,1,0,0,1,0
5,90,49.99,0,1,0,1,0,0,1,0
5,0,25.08,0,1,0,1,0,1,0,0
5,2,26.99,0,1,0,1,0,1,0,0
5,4,28.67,0,1,0,1,0,1,0,0
5,6,29.93,0,1,0,1,0,1,0,0
5,8,31.16,0,1,0,1,0,1,0,0
5,10,32.26,0,1,0,1,0,1,0,0
5,12,33.18,0,1,0,1,0,1,0,0
5,14,34.1,0,1,0,1,0,1,0,0
5,16,34.9,0,1,0,1,0,1,0,0
5,18,35.62,0,1,0,1,0,1,0,0
5,20,36.27,0,1,0,1,0,1,0,0
5,22,36.92,0,1,0,1,0,1,0,0
5,24,37.53,0,1,0,1,0,1,0,0
5,26,38.11,0,1,0,1,0,1,0,0
5,28,38.6,0,1,0,1,0,1,0,0
5,30,39.1,0,1,0,1,0,1,0,0
5,32,39.56,0,1,0,1,0,1,0,0
5,34,40.02,0,1,0,1,0,1,0,0
5,36,40.44,0,1,0,1,0,1,0,0
5,38,40.82,0,1,0,1,0,1,0,0
5,40,41.28,0,1,0,1,0,1,0,0
5,42,41.66,0,1,0,1,0,1,0,0
5,44,42.08,0,1,0,1,0,1,0,0
5,46,42.54,0,1,0,1,0,1,0,0
5,48,42.96,0,1,0,1,0,1,0,0
5,50,43.49,0,1,0,1,0,1,0,0
5,52,43.99,0,1,0,1,0,1,0,0
5,54,44.45,0,1,0,1,0,1,0,0
5,56,44.87,0,1,0,1,0,1,0,0
5,58,45.33,0,1,0,1,0,1,0,0
5,60,45.71,0,1,0,1,0,1,0,0
5,62,46.09,0,1,0,1,0,1,0,0
5,64,46.47,0,1,0,1,0,1,0,0
5,66,46.86,0,1,0,1,0,1,0,0
5,68,47.16,0,1,0,1,0,1,0,0
5,70,47.39,0,1,0,1,0,1,0,0
5,72,47.7,0,1,0,1,0,1,0,0
5,74,47.96,0,1,0,1,0,1,0,0
5,76,48.27,0,1,0,1,0,1,0,0
5,78,48.46,0,1,0,1,0,1,0,0
5,80,48.73,0,1,0,1,0,1,0,0
5,82,48.92,0,1,0,1,0,1,0,0
5,84,49.15,0,1,0,1,0,1,0,0
5,86,49.38,0,1,0,1,0,1,0,0
5,88,49.57,0,1,0,1,0,1,0,0
5,90,49.64,0,1,0,1,0,1,0,0
5,0,25.0,0,1,0,1,0,0,0,1
5,2,26.91,0,1,0,1,0,0,0,1
5,4,28.79,0,1,0,1,0,0,0,1
5,6,30.28,0,1,0,1,0,0,0,1
5,8,31.69,0,1,0,1,0,0,0,1
5,10,33.07,0,1,0,1,0,0,0,1
5,12,34.33,0,1,0,1,0,0,0,1
5,14,35.59,0,1,0,1,0,0,0,1
5,16,36.66,0,1,0,1,0,0,0,1
5,18,37.69,0,1,0,1,0,0,0,1
5,20,38.57,0,1,0,1,0,0,0,1
5,22,39.33,0,1,0,1,0,0,0,1
5,24,39.98,0,1,0,1,0,0,0,1
5,26,40.51,0,1,0,1,0,0,0,1
5,28,41.13,0,1,0,1,0,0,0,1
5,30,41.58,0,1,0,1,0,0,0,1
5,32,41.89,0,1,0,1,0,0,0,1
5,34,42.16,0,1,0,1,0,0,0,1
5,36,42.31,0,1,0,1,0,0,0,1
5,38,42.42,0,1,0,1,0,0,0,1
5,40,42.54,0,1,0,1,0,0,0,1
5,42,42.65,0,1,0,1,0,0,0,1
5,44,42.73,0,1,0,1,0,0,0,1
5,46,42.81,0,1,0,1,0,0,0,1
5,48,42.92,0,1,0,1,0,0,0,1
5,50,43.0,0,1,0,1,0,0,0,1
5,52,43.11,0,1,0,1,0,0,0,1
5,54,43.19,0,1,0,1,0,0,0,1
5,56,43.3,0,1,0,1,0,0,0,1
5,58,43.38,0,1,0,1,0,0,0,1
5,60,43.49,0,1,0,1,0,0,0,1
5,62,43.61,0,1,0,1,0,0,0,1
5,64,43.69,0,1,0,1,0,0,0,1
5,66,43.76,0,1,0,1,0,0,0,1
5,68,43.84,0,1,0,1,0,0,0,1
5,70,43.88,0,1,0,1,0,0,0,1
5,72,44.03,0,1,0,1,0,0,0,1
5,74,44.07,0,1,0,1,0,0,0,1
5,76,44.18,0,1,0,1,0,0,0,1
5,78,44.26,0,1,0,1,0,0,0,1
5,80,44.37,0,1,0,1,0,0,0,1
5,82,44.45,0,1,0,1,0,0,0,1
5,84,44.53,0,1,0,1,0,0,0,1
5,86,44.64,0,1,0,1,0,0,0,1
5,88,44.72,0,1,0,1,0,0,0,1
5,90,44.76,0,1,0,1,0,0,0,1
5,0,25.0,0,1,0,0,1,0,0,1
5,2,26.91,0,1,0,0,1,0,0,1
5,4,29.13,0,1,0,0,1,0,0,1
5,6,30.77,0,1,0,0,1,0,0,1
5,8,32.26,0,1,0,0,1,0,0,1
5,10,33.56,0,1,0,0,1,0,0,1
5,12,34.75,0,1,0,0,1,0,0,1
5,14,35.97,0,1,0,0,1,0,0,1
5,16,36.96,0,1,0,0,1,0,0,1
5,18,37.84,0,1,0,0,1,0,0,1
5,20,38.64,0,1,0,0,1,0,0,1
5,22,39.48,0,1,0,0,1,0,0,1
5,24,39.98,0,1,0,0,1,0,0,1
5,26,40.36,0,1,0,0,1,0,0,1
5,28,40.74,0,1,0,0,1,0,0,1
5,30,41.13,0,1,0,0,1,0,0,1
5,32,41.51,0,1,0,0,1,0,0,1
5,34,41.85,0,1,0,0,1,0,0,1
5,36,42.23,0,1,0,0,1,0,0,1
5,38,42.62,0,1,0,0,1,0,0,1
5,40,42.81,0,1,0,0,1,0,0,1
5,42,42.96,0,1,0,0,1,0,0,1
5,44,43.11,0,1,0,0,1,0,0,1
5,46,43.23,0,1,0,0,1,0,0,1
5,48,43.3,0,1,0,0,1,0,0,1
5,50,43.46,0,1,0,0,1,0,0,1
5,52,43.57,0,1,0,0,1,0,0,1
5,54,43.65,0,1,0,0,1,0,0,1
5,56,43.8,0,1,0,0,1,0,0,1
5,58,43.91,0,1,0,0,1,0,0,1
5,60,44.03,0,1,0,0,1,0,0,1
5,62,44.11,0,1,0,0,1,0,0,1
5,64,44.26,0,1,0,0,1,0,0,1
5,66,44.37,0,1,0,0,1,0,0,1
5,68,44.37,0,1,0,0,1,0,0,1
5,70,44.49,0,1,0,0,1,0,0,1
5,72,44.6,0,1,0,0,1,0,0,1
5,74,44.72,0,1,0,0,1,0,0,1
5,76,44.87,0,1,0,0,1,0,0,1
5,78,44.98,0,1,0,0,1,0,0,1
5,80,45.1,0,1,0,0,1,0,0,1
5,82,45.21,0,1,0,0,1,0,0,1
5,84,45.37,0,1,0,0,1,0,0,1
5,86,45.52,0,1,0,0,1,0,0,1
5,88,45.67,0,1,0,0,1,0,0,1
5,90,46.05,0,1,0,0,1,0,0,1
5,0,25.0,0,1,0,0,1,0,1,0
5,2,26.99,0,1,0,0,1,0,1,0
5,4,28.75,0,1,0,0,1,0,1,0
5,6,30.09,0,1,0,0,1,0,1,0
5,8,31.31,0,1,0,0,1,0,1,0
5,10,32.0,0,1,0,0,1,0,1,0
5,12,32.53,0,1,0,0,1,0,1,0
5,14,33.1,0,1,0,0,1,0,1,0
5,16,33.56,0,1,0,0,1,0,1,0
5,18,34.06,0,1,0,0,1,0,1,0
5,20,34.44,0,1,0,0,1,0,1,0
5,22,34.82,0,1,0,0,1,0,1,0
5,24,35.13,0,1,0,0,1,0,1,0
5,26,35.43,0,1,0,0,1,0,1,0
5,28,35.66,0,1,0,0,1,0,1,0
5,30,35.89,0,1,0,0,1,0,1,0
5,32,36.01,0,1,0,0,1,0,1,0
5,34,36.24,0,1,0,0,1,0,1,0
5,36,36.39,0,1,0,0,1,0,1,0
5,38,36.58,0,1,0,0,1,0,1,0
5,40,36.81,0,1,0,0,1,0,1,0
5,42,37.04,0,1,0,0,1,0,1,0
5,44,37.11,0,1,0,0,1,0,1,0
5,46,37.23,0,1,0,0,1,0,1,0
5,48,37.99,0,1,0,0,1,0,1,0
5,50,39.18,0,1,0,0,1,0,1,0
5,52,40.29,0,1,0,0,1,0,1,0
5,54,41.28,0,1,0,0,1,0,1,0
5,56,42.31,0,1,0,0,1,0,1,0
5,58,43.23,0,1,0,0,1,0,1,0
5,60,44.11,0,1,0,0,1,0,1,0
5,62,44.95,0,1,0,0,1,0,1,0
5,64,45.71,0,1,0,0,1,0,1,0
5,66,46.44,0,1,0,0,1,0,1,0
5,68,47.09,0,1,0,0,1,0,1,0
5,70,47.7,0,1,0,0,1,0,1,0
5,72,48.27,0,1,0,0,1,0,1,0
5,74,48.96,0,1,0,0,1,0,1,0
5,76,49.38,0,1,0,0,1,0,1,0
5,78,49.84,0,1,0,0,1,0,1,0
5,80,50.37,0,1,0,0,1,0,1,0
5,82,50.79,0,1,0,0,1,0,1,0
5,84,51.17,0,1,0,0,1,0,1,0
5,86,51.59,0,1,0,0,1,0,1,0
5,88,51.94,0,1,0,0,1,0,1,0
5,90,52.43,0,1,0,0,1,0,1,0
5,0,25.0,0,1,0,0,1,1,0,0
5,2,26.61,0,1,0,0,1,1,0,0
5,4,28.06,0,1,0,0,1,1,0,0
5,6,29.47,0,1,0,0,1,1,0,0
5,8,30.81,0,1,0,0,1,1,0,0
5,10,31.77,0,1,0,0,1,1,0,0
5,12,32.72,0,1,0,0,1,1,0,0
5,14,33.68,0,1,0,0,1,1,0,0
5,16,34.4,0,1,0,0,1,1,0,0
5,18,35.17,0,1,0,0,1,1,0,0
5,20,35.78,0,1,0,0,1,1,0,0
5,22,36.43,0,1,0,0,1,1,0,0
5,24,37.0,0,1,0,0,1,1,0,0
5,26,37.57,0,1,0,0,1,1,0,0
5,28,38.07,0,1,0,0,1,1,0,0
5,30,38.53,0,1,0,0,1,1,0,0
5,32,38.95,0,1,0,0,1,1,0,0
5,34,39.41,0,1,0,0,1,1,0,0
5,36,39.83,0,1,0,0,1,1,0,0
5,38,40.21,0,1,0,0,1,1,0,0
5,40,40.67,0,1,0,0,1,1,0,0
5,42,40.97,0,1,0,0,1,1,0,0
5,44,41.36,0,1,0,0,1,1,0,0
5,46,41.93,0,1,0,0,1,1,0,0
5,48,42.46,0,1,0,0,1,1,0,0
5,50,43.0,0,1,0,0,1,1,0,0
5,52,43.61,0,1,0,0,1,1,0,0
5,54,44.18,0,1,0,0,1,1,0,0
5,56,44.91,0,1,0,0,1,1,0,0
5,58,45.37,0,1,0,0,1,1,0,0
5,60,45.94,0,1,0,0,1,1,0,0
5,62,46.4,0,1,0,0,1,1,0,0
5,64,46.93,0,1,0,0,1,1,0,0
5,66,47.43,0,1,0,0,1,1,0,0
5,68,47.85,0,1,0,0,1,1,0,0
5,70,48.31,0,1,0,0,1,1,0,0
5,72,48.69,0,1,0,0,1,1,0,0
5,74,49.03,0,1,0,0,1,1,0,0
5,76,49.38,0,1,0,0,1,1,0,0
5,78,49.72,0,1,0,0,1,1,0,0
5,80,50.03,0,1,0,0,1,1,0,0
5,82,50.29,0,1,0,0,1,1,0,0
5,84,50.56,0,1,0,0,1,1,0,0
5,86,50.83,0,1,0,0,1,1,0,0
5,88,51.02,0,1,0,0,1,1,0,0
5,90,51.36,0,1,0,0,1,1,0,0
5,0,25.03,0,0,1,1,0,0,1,0
5,2,25.78,0,0,1,1,0,0,1,0
5,4,26.74,0,0,1,1,0,0,1,0
5,6,27.51,0,0,1,1,0,0,1,0
5,8,28.23,0,0,1,1,0,0,1,0
5,10,28.92,0,0,1,1,0,0,1,0
5,12,29.46,0,0,1,1,0,0,1,0
5,14,29.97,0,0,1,1,0,0,1,0
5,16,30.45,0,0,1,1,0,0,1,0
5,18,30.87,0,0,1,1,0,0,1,0
5,20,31.23,0,0,1,1,0,0,1,0
5,22,31.62,0,0,1,1,0,0,1,0
5,24,31.89,0,0,1,1,0,0,1,0
5,26,32.25,0,0,1,1,0,0,1,0
5,28,32.51,0,0,1,1,0,0,1,0
5,30,32.72,0,0,1,1,0,0,1,0
5,32,32.93,0,0,1,1,0,0,1,0
5,34,33.11,0,0,1,1,0,0,1,0
5,36,33.29,0,0,1,1,0,0,1,0
5,38,33.47,0,0,1,1,0,0,1,0
5,39,33.62,0,0,1,1,0,0,1,0
5,41,33.74,0,0,1,1,0,0,1,0
5,43,33.86,0,0,1,1,0,0,1,0
5,45,33.98,0,0,1,1,0,0,1,0
5,47,34.07,0,0,1,1,0,0,1,0
5,49,34.13,0,0,1,1,0,0,1,0
5,51,34.19,0,0,1,1,0,0,1,0
5,53,34.22,0,0,1,1,0,0,1,0
5,55,34.34,0,0,1,1,0,0,1,0
5,57,34.43,0,0,1,1,0,0,1,0
5,59,34.49,0,0,1,1,0,0,1,0
5,61,34.55,0,0,1,1,0,0,1,0
5,63,34.61,0,0,1,1,0,0,1,0
5,65,34.73,0,0,1,1,0,0,1,0
5,67,34.73,0,0,1,1,0,0,1,0
5,69,34.79,0,0,1,1,0,0,1,0
5,71,34.88,0,0,1,1,0,0,1,0
5,73,34.94,0,0,1,1,0,0,1,0
5,75,35.0,0,0,1,1,0,0,1,0
5,77,35.12,0,0,1,1,0,0,1,0
5,79,35.24,0,0,1,1,0,0,1,0
5,81,35.33,0,0,1,1,0,0,1,0
5,83,35.36,0,0,1,1,0,0,1,0
5,85,35.33,0,0,1,1,0,0,1,0
5,87,35.33,0,0,1,1,0,0,1,0
5,90,35.72,0,0,1,1,0,0,1,0
5,0,25.09,0,0,1,1,0,0,0,1
5,2,26.23,0,0,1,1,0,0,0,1
5,4,27.4,0,0,1,1,0,0,0,1
5,6,28.47,0,0,1,1,0,0,0,1
5,8,29.43,0,0,1,1,0,0,0,1
5,10,30.45,0,0,1,1,0,0,0,1
5,12,31.26,0,0,1,1,0,0,0,1
5,14,32.1,0,0,1,1,0,0,0,1
5,16,32.9,0,0,1,1,0,0,0,1
5,18,33.62,0,0,1,1,0,0,0,1
5,20,34.28,0,0,1,1,0,0,0,1
5,22,34.97,0,0,1,1,0,0,0,1
5,24,35.54,0,0,1,1,0,0,0,1
5,26,36.08,0,0,1,1,0,0,0,1
5,28,36.59,0,0,1,1,0,0,0,1
5,30,37.04,0,0,1,1,0,0,0,1
5,32,37.43,0,0,1,1,0,0,0,1
5,33,37.81,0,0,1,1,0,0,0,1
5,35,38.17,0,0,1,1,0,0,0,1
5,37,38.53,0,0,1,1,0,0,0,1
5,39,38.83,0,0,1,1,0,0,0,1
5,41,39.13,0,0,1,1,0,0,0,1
5,43,39.37,0,0,1,1,0,0,0,1
5,45,39.55,0,0,1,1,0,0,0,1
5,47,39.7,0,0,1,1,0,0,0,1
5,49,39.82,0,0,1,1,0,0,0,1
5,51,39.97,0,0,1,1,0,0,0,1
5,53,40.03,0,0,1,1,0,0,0,1
5,55,40.12,0,0,1,1,0,0,0,1
5,57,40.18,0,0,1,1,0,0,0,1
5,59,40.24,0,0,1,1,0,0,0,1
5,61,40.33,0,0,1,1,0,0,0,1
5,63,40.39,0,0,1,1,0,0,0,1
5,65,40.48,0,0,1,1,0,0,0,1
5,67,40.51,0,0,1,1,0,0,0,1
5,69,40.54,0,0,1,1,0,0,0,1
5,71,40.63,0,0,1,1,0,0,0,1
5,73,40.66,0,0,1,1,0,0,0,1
5,75,40.75,0,0,1,1,0,0,0,1
5,77,40.81,0,0,1,1,0,0,0,1
5,79,40.84,0,0,1,1,0,0,0,1
5,81,40.9,0,0,1,1,0,0,0,1
5,83,40.96,0,0,1,1,0,0,0,1
5,85,41.05,0,0,1,1,0,0,0,1
5,87,41.08,0,0,1,1,0,0,0,1
5,89,41.14,0,0,1,1,0,0,0,1
5,0,25.06,0,0,1,1,0,1,0,0
5,2,25.99,0,0,1,1,0,1,0,0
5,4,26.98,0,0,1,1,0,1,0,0
5,6,27.84,0,0,1,1,0,1,0,0
5,8,28.68,0,0,1,1,0,1,0,0
5,10,29.55,0,0,1,1,0,1,0,0
5,12,30.24,0,0,1,1,0,1,0,0
5,14,30.93,0,0,1,1,0,1,0,0
5,16,31.56,0,0,1,1,0,1,0,0
5,18,32.22,0,0,1,1,0,1,0,0
5,20,32.75,0,0,1,1,0,1,0,0
5,22,33.29,0,0,1,1,0,1,0,0
5,24,33.83,0,0,1,1,0,1,0,0
5,26,34.31,0,0,1,1,0,1,0,0
5,28,34.76,0,0,1,1,0,1,0,0
5,30,35.27,0,0,1,1,0,1,0,0
5,32,35.66,0,0,1,1,0,1,0,0
5,34,36.02,0,0,1,1,0,1,0,0
5,36,36.44,0,0,1,1,0,1,0,0
5,38,36.77,0,0,1,1,0,1,0,0
5,40,37.13,0,0,1,1,0,1,0,0
5,42,37.49,0,0,1,1,0,1,0,0
5,44,37.78,0,0,1,1,0,1,0,0
5,46,38.08,0,0,1,1,0,1,0,0
5,48,38.41,0,0,1,1,0,1,0,0
5,50,38.71,0,0,1,1,0,1,0,0
5,52,38.98,0,0,1,1,0,1,0,0
5,55,39.28,0,0,1,1,0,1,0,0
5,56,39.52,0,0,1,1,0,1,0,0
5,58,39.76,0,0,1,1,0,1,0,0
5,60,40.03,0,0,1,1,0,1,0,0
5,62,40.36,0,0,1,1,0,1,0,0
5,64,40.63,0,0,1,1,0,1,0,0
5,66,40.84,0,0,1,1,0,1,0,0
5,68,41.08,0,0,1,1,0,1,0,0
5,70,41.41,0,0,1,1,0,1,0,0
5,72,41.74,0,0,1,1,0,1,0,0
5,74,41.98,0,0,1,1,0,1,0,0
5,76,42.25,0,0,1,1,0,1,0,0
5,78,42.49,0,0,1,1,0,1,0,0
5,80,42.78,0,0,1,1,0,1,0,0
5,82,43.05,0,0,1,1,0,1,0,0
5,84,43.29,0,0,1,1,0,1,0,0
5,86,43.47,0,0,1,1,0,1,0,0
5,88,43.68,0,0,1,1,0,1,0,0
5,90,43.86,0,0,1,1,0,1,0,0
5,0,25.02,0,0,1,0,1,1,0,0
5,2,26.13,0,0,1,0,1,1,0,0
5,4,27.43,0,0,1,0,1,1,0,0
5,6,28.6,0,0,1,0,1,1,0,0
5,8,29.53,0,0,1,0,1,1,0,0
5,10,30.57,0,0,1,0,1,1,0,0
5,12,31.33,0,0,1,0,1,1,0,0
5,14,32.05,0,0,1,0,1,1,0,0
5,16,32.87,0,0,1,0,1,1,0,0
5,18,33.59,0,0,1,0,1,1,0,0
5,20,34.2,0,0,1,0,1,1,0,0
5,22,34.81,0,0,1,0,1,1,0,0
5,24,35.33,0,0,1,0,1,1,0,0
5,26,35.89,0,0,1,0,1,1,0,0
5,28,36.38,0,0,1,0,1,1,0,0
5,30,36.82,0,0,1,0,1,1,0,0
5,32,37.28,0,0,1,0,1,1,0,0
5,34,37.69,0,0,1,0,1,1,0,0
5,36,38.12,0,0,1,0,1,1,0,0
5,38,38.5,0,0,1,0,1,1,0,0
5,40,38.85,0,0,1,0,1,1,0,0
5,42,39.25,0,0,1,0,1,1,0,0
5,44,39.63,0,0,1,0,1,1,0,0
5,46,39.95,0,0,1,0,1,1,0,0
5,48,40.3,0,0,1,0,1,1,0,0
5,50,40.62,0,0,1,0,1,1,0,0
5,52,40.97,0,0,1,0,1,1,0,0
5,54,41.29,0,0,1,0,1,1,0,0
5,56,41.69,0,0,1,0,1,1,0,0
5,58,42.01,0,0,1,0,1,1,0,0
5,60,42.3,0,0,1,0,1,1,0,0
5,62,42.65,0,0,1,0,1,1,0,0
5,64,42.97,0,0,1,0,1,1,0,0
5,66,43.2,0,0,1,0,1,1,0,0
5,68,43.52,0,0,1,0,1,1,0,0
5,70,43.84,0,0,1,0,1,1,0,0
5,72,44.1,0,0,1,0,1,1,0,0
5,74,44.37,0,0,1,0,1,1,0,0
5,76,44.63,0,0,1,0,1,1,0,0
5,78,44.86,0,0,1,0,1,1,0,0
5,80,45.09,0,0,1,0,1,1,0,0
5,82,45.32,0,0,1,0,1,1,0,0
5,84,45.53,0,0,1,0,1,1,0,0
5,86,45.67,0,0,1,0,1,1,0,0
5,88,45.88,0,0,1,0,1,1,0,0
5,90,46.05,0,0,1,0,1,1,0,0
5,0,25.03,0,0,1,0,1,0,1,0
5,2,25.9,0,0,1,0,1,0,1,0
5,4,26.92,0,0,1,0,1,0,1,0
5,6,27.78,0,0,1,0,1,0,1,0
5,8,28.59,0,0,1,0,1,0,1,0
5,10,29.28,0,0,1,0,1,0,1,0
5,12,29.79,0,0,1,0,1,0,1,0
5,14,30.3,0,0,1,0,1,0,1,0
5,16,30.75,0,0,1,0,1,0,1,0
5,18,31.2,0,0,1,0,1,0,1,0
5,20,31.56,0,0,1,0,1,0,1,0
5,22,31.95,0,0,1,0,1,0,1,0
5,24,32.22,0,0,1,0,1,0,1,0
5,26,32.46,0,0,1,0,1,0,1,0
5,28,32.75,0,0,1,0,1,0,1,0
5,30,32.93,0,0,1,0,1,0,1,0
5,32,33.17,0,0,1,0,1,0,1,0
5,34,33.32,0,0,1,0,1,0,1,0
5,36,33.59,0,0,1,0,1,0,1,0
5,38,33.74,0,0,1,0,1,0,1,0
5,40,33.92,0,0,1,0,1,0,1,0
5,42,33.98,0,0,1,0,1,0,1,0
5,44,34.13,0,0,1,0,1,0,1,0
5,46,34.22,0,0,1,0,1,0,1,0
5,48,34.34,0,0,1,0,1,0,1,0
5,50,34.43,0,0,1,0,1,0,1,0
5,52,34.55,0,0,1,0,1,0,1,0
5,54,34.58,0,0,1,0,1,0,1,0
5,56,34.67,0,0,1,0,1,0,1,0
5,58,34.73,0,0,1,0,1,0,1,0
5,60,34.82,0,0,1,0,1,0,1,0
5,62,34.88,0,0,1,0,1,0,1,0
5,64,34.91,0,0,1,0,1,0,1,0
5,66,35.0,0,0,1,0,1,0,1,0
5,68,35.06,0,0,1,0,1,0,1,0
5,70,35.12,0,0,1,0,1,0,1,0
5,72,35.21,0,0,1,0,1,0,1,0
5,74,35.24,0,0,1,0,1,0,1,0
5,76,35.3,0,0,1,0,1,0,1,0
5,78,35.39,0,0,1,0,1,0,1,0
5,80,35.48,0,0,1,0,1,0,1,0
5,82,35.6,0,0,1,0,1,0,1,0
5,84,35.66,0,0,1,0,1,0,1,0
5,86,35.66,0,0,1,0,1,0,1,0
5,88,35.78,0,0,1,0,1,0,1,0
5,90,36.17,0,0,1,0,1,0,1,0
5,0,25.03,0,0,1,0,1,0,0,1
5,2,25.96,0,0,1,0,1,0,0,1
5,4,27.01,0,0,1,0,1,0,0,1
5,6,27.9,0,0,1,0,1,0,0,1
5,8,28.74,0,0,1,0,1,0,0,1
5,10,29.61,0,0,1,0,1,0,0,1
5,12,30.33,0,0,1,0,1,0,0,1
5,14,30.96,0,0,1,0,1,0,0,1
5,16,31.71,0,0,1,0,1,0,0,1
5,18,32.43,0,0,1,0,1,0,0,1
5,20,33.05,0,0,1,0,1,0,0,1
5,22,32.69,0,0,1,0,1,0,0,1
5,24,32.81,0,0,1,0,1,0,0,1
5,26,33.38,0,0,1,0,1,0,0,1
5,28,34.19,0,0,1,0,1,0,0,1
5,30,34.91,0,0,1,0,1,0,0,1
5,32,35.72,0,0,1,0,1,0,0,1
5,34,36.41,0,0,1,0,1,0,0,1
5,36,37.01,0,0,1,0,1,0,0,1
5,38,37.63,0,0,1,0,1,0,0,1
5,40,38.17,0,0,1,0,1,0,0,1
5,42,38.65,0,0,1,0,1,0,0,1
5,44,39.01,0,0,1,0,1,0,0,1
5,46,39.31,0,0,1,0,1,0,0,1
5,48,39.58,0,0,1,0,1,0,0,1
5,50,39.88,0,0,1,0,1,0,0,1
5,52,40.12,0,0,1,0,1,0,0,1
5,54,40.3,0,0,1,0,1,0,0,1
5,56,40.51,0,0,1,0,1,0,0,1
5,58,40.57,0,0,1,0,1,0,0,1
5,60,40.69,0,0,1,0,1,0,0,1
5,62,40.87,0,0,1,0,1,0,0,1
5,64,40.96,0,0,1,0,1,0,0,1
5,66,41.08,0,0,1,0,1,0,0,1
5,68,41.26,0,0,1,0,1,0,0,1
5,70,41.35,0,0,1,0,1,0,0,1
5,72,41.44,0,0,1,0,1,0,0,1
5,74,41.62,0,0,1,0,1,0,0,1
5,76,41.74,0,0,1,0,1,0,0,1
5,78,41.86,0,0,1,0,1,0,0,1
5,80,42.01,0,0,1,0,1,0,0,1
5,82,42.13,0,0,1,0,1,0,0,1
5,84,42.22,0,0,1,0,1,0,0,1
5,86,42.37,0,0,1,0,1,0,0,1
5,88,42.51,0,0,1,0,1,0,0,1
5,90,42.51,0,0,1,0,1,0,0,1
